"Date(UTC)","UnixTimeStamp","Value"
"4/23/2022","1650672000","5527254"
"4/24/2022","1650758400","4660749"
"4/25/2022","1650844800","5384072"
"4/26/2022","1650931200","5275215"
"4/27/2022","1651017600","4816824"
"4/28/2022","1651104000","5246574"
"4/29/2022","1651190400","5521291"
"4/30/2022","1651276800","4692673"
"5/1/2022","1651363200","4527768"
"5/2/2022","1651449600","4232416"
"5/3/2022","1651536000","4084282"
"5/4/2022","1651622400","4596676"
"5/5/2022","1651708800","4748569"
"5/6/2022","1651795200","4291334"
"5/7/2022","1651881600","4215245"
"5/8/2022","1651968000","4239064"
"5/9/2022","1652054400","5773186"
"5/10/2022","1652140800","5229964"
"5/11/2022","1652227200","7687877"
"5/12/2022","1652313600","9786553"
"5/13/2022","1652400000","8044870"
"5/14/2022","1652486400","6919425"
"5/15/2022","1652572800","5074861"
"5/16/2022","1652659200","4907084"
"5/17/2022","1652745600","4312875"
"5/18/2022","1652832000","4264878"
"5/19/2022","1652918400","4311128"
"5/20/2022","1653004800","4068798"
"5/21/2022","1653091200","3755463"
"5/22/2022","1653177600","4008717"
"5/23/2022","1653264000","4877231"
"5/24/2022","1653350400","4579655"
"5/25/2022","1653436800","4514886"
"5/26/2022","1653523200","5075077"
"5/27/2022","1653609600","4486847"
"5/28/2022","1653696000","4002224"
"5/29/2022","1653782400","3911115"
"5/30/2022","1653868800","4463422"
"5/31/2022","1653955200","4359543"
"6/1/2022","1654041600","4214718"
"6/2/2022","1654128000","3829278"
"6/3/2022","1654214400","3667007"
"6/4/2022","1654300800","3545295"
"6/5/2022","1654387200","3703204"
"6/6/2022","1654473600","4213888"
"6/7/2022","1654560000","4337901"
"6/8/2022","1654646400","4470242"
"6/9/2022","1654732800","4322352"
"6/10/2022","1654819200","4414999"
"6/11/2022","1654905600","3824968"
"6/12/2022","1654992000","3774963"
"6/13/2022","1655078400","4961847"
"6/14/2022","1655164800","4555656"
"6/15/2022","1655251200","4342366"
"6/16/2022","1655337600","3976351"
"6/17/2022","1655424000","3570978"
"6/18/2022","1655510400","3857194"
"6/19/2022","1655596800","3383027"
"6/20/2022","1655683200","3881487"
"6/21/2022","1655769600","4031753"
"6/22/2022","1655856000","3609443"
"6/23/2022","1655942400","3703467"
"6/24/2022","1656028800","4139505"
"6/25/2022","1656115200","3824449"
"6/26/2022","1656201600","3622030"
"6/27/2022","1656288000","3636242"
"6/28/2022","1656374400","3924106"
"6/29/2022","1656460800","3945854"
"6/30/2022","1656547200","4166961"
"7/1/2022","1656633600","4116923"
"7/2/2022","1656720000","3415165"
"7/3/2022","1656806400","3164774"
"7/4/2022","1656892800","3902321"
"7/5/2022","1656979200","4039051"
"7/6/2022","1657065600","3823959"
"7/7/2022","1657152000","3919680"
"7/8/2022","1657238400","3796130"
"7/9/2022","1657324800","3218490"
"7/10/2022","1657411200","3147593"
"7/11/2022","1657497600","4161708"
"7/12/2022","1657584000","3739987"
"7/13/2022","1657670400","4043050"
"7/14/2022","1657756800","3763817"
"7/15/2022","1657843200","3952119"
"7/16/2022","1657929600","4716228"
"7/17/2022","1658016000","3699313"
"7/18/2022","1658102400","4158091"
"7/19/2022","1658188800","3962055"
"7/20/2022","1658275200","3657736"
"7/21/2022","1658361600","3504953"
"7/22/2022","1658448000","3530058"
"7/23/2022","1658534400","3053179"
"7/24/2022","1658620800","2946027"
"7/25/2022","1658707200","3603570"
"7/26/2022","1658793600","3361203"
"7/27/2022","1658880000","3592022"
"7/28/2022","1658966400","3712001"
"7/29/2022","1659052800","3747142"
"7/30/2022","1659139200","3699787"
"7/31/2022","1659225600","3625637"
"8/1/2022","1659312000","3724420"
"8/2/2022","1659398400","3275960"
"8/3/2022","1659484800","3306738"
"8/4/2022","1659571200","3536184"
"8/5/2022","1659657600","3562687"
"8/6/2022","1659744000","3370958"
"8/7/2022","1659830400","3125159"
"8/8/2022","1659916800","3663004"
"8/9/2022","1660003200","3604870"
"8/10/2022","1660089600","3544566"
"8/11/2022","1660176000","3636719"
"8/12/2022","1660262400","3176499"
"8/13/2022","1660348800","3334290"
"8/14/2022","1660435200","3010707"
"8/15/2022","1660521600","3405182"
"8/16/2022","1660608000","3223673"
"8/17/2022","1660694400","3129544"
"8/18/2022","1660780800","3190050"
"8/19/2022","1660867200","3432116"
"8/20/2022","1660953600","2790139"
"8/21/2022","1661040000","2595440"
"8/22/2022","1661126400","2940614"
"8/23/2022","1661212800","2883122"
"8/24/2022","1661299200","2801702"
"8/25/2022","1661385600","2983331"
"8/26/2022","1661472000","3263932"
"8/27/2022","1661558400","2706199"
"8/28/2022","1661644800","2865886"
"8/29/2022","1661731200","3292112"
"8/30/2022","1661817600","3316647"
"8/31/2022","1661904000","3398284"
"9/1/2022","1661990400","3547371"
"9/2/2022","1662076800","3271114"
"9/3/2022","1662163200","3031280"
"9/4/2022","1662249600","2897205"
"9/5/2022","1662336000","3258159"
"9/6/2022","1662422400","3791005"
"9/7/2022","1662508800","3698596"
"9/8/2022","1662595200","3787015"
"9/9/2022","1662681600","4221997"
"9/10/2022","1662768000","2947918"
"9/11/2022","1662854400","2834211"
"9/12/2022","1662940800","3255778"
"9/13/2022","1663027200","3170270"
"9/14/2022","1663113600","3172780"
"9/15/2022","1663200000","3571561"
"9/16/2022","1663286400","3782693"
"9/17/2022","1663372800","3002261"
"9/18/2022","1663459200","3054658"
"9/19/2022","1663545600","3279108"
"9/20/2022","1663632000","3143998"
"9/21/2022","1663718400","3226391"
"9/22/2022","1663804800","3210281"
"9/23/2022","1663891200","2940439"
"9/24/2022","1663977600","2712774"
"9/25/2022","1664064000","2689221"
"9/26/2022","1664150400","3055298"
"9/27/2022","1664236800","3250812"
"9/28/2022","1664323200","3588318"
"9/29/2022","1664409600","3067693"
"9/30/2022","1664496000","3108102"
"10/1/2022","1664582400","2810469"
"10/2/2022","1664668800","2809955"
"10/3/2022","1664755200","2920036"
"10/4/2022","1664841600","2915569"
"10/5/2022","1664928000","3056194"
"10/6/2022","1665014400","3059800"
"10/7/2022","1665100800","2356359"
"10/8/2022","1665187200","2699689"
"10/9/2022","1665273600","2677606"
"10/10/2022","1665360000","3084044"
"10/11/2022","1665446400","3934760"
"10/12/2022","1665532800","4883388"
"10/13/2022","1665619200","4415309"
"10/14/2022","1665705600","3385093"
"10/15/2022","1665792000","3020464"
"10/16/2022","1665878400","3126860"
"10/17/2022","1665964800","3549437"
"10/18/2022","1666051200","3652486"
"10/19/2022","1666137600","3603457"
"10/20/2022","1666224000","3578714"
"10/21/2022","1666310400","3522705"
"10/22/2022","1666396800","3487918"
"10/23/2022","1666483200","3405371"
"10/24/2022","1666569600","3485052"
"10/25/2022","1666656000","3753521"
"10/26/2022","1666742400","3811851"
"10/27/2022","1666828800","4174547"
"10/28/2022","1666915200","3553950"
"10/29/2022","1667001600","3575937"
"10/30/2022","1667088000","3555895"
"10/31/2022","1667174400","4123891"
"11/1/2022","1667260800","4200105"
"11/2/2022","1667347200","3742032"
"11/3/2022","1667433600","4846993"
"11/4/2022","1667520000","4582969"
"11/5/2022","1667606400","3803103"
"11/6/2022","1667692800","3554013"
"11/7/2022","1667779200","3711917"
"11/8/2022","1667865600","4446047"
"11/9/2022","1667952000","4403695"
"11/10/2022","1668038400","4035882"
"11/11/2022","1668124800","3676442"
"11/12/2022","1668211200","3584496"
"11/13/2022","1668297600","3568974"
"11/14/2022","1668384000","3623188"
"11/15/2022","1668470400","3648882"
"11/16/2022","1668556800","3522591"
"11/17/2022","1668643200","3573287"
"11/18/2022","1668729600","3313847"
"11/19/2022","1668816000","3096137"
"11/20/2022","1668902400","3411334"
"11/21/2022","1668988800","3375945"
"11/22/2022","1669075200","3379407"
"11/23/2022","1669161600","3668157"
"11/24/2022","1669248000","3600211"
"11/25/2022","1669334400","3476755"
"11/26/2022","1669420800","3315241"
"11/27/2022","1669507200","3491836"
"11/28/2022","1669593600","3721709"
"11/29/2022","1669680000","3636742"
"11/30/2022","1669766400","3821474"
"12/1/2022","1669852800","4146138"
"12/2/2022","1669939200","4117448"
"12/3/2022","1670025600","3284029"
"12/4/2022","1670112000","3181472"
"12/5/2022","1670198400","3399665"
"12/6/2022","1670284800","3177100"
"12/7/2022","1670371200","3189729"
"12/8/2022","1670457600","3467696"
"12/9/2022","1670544000","3244946"
"12/10/2022","1670630400","2894157"
"12/11/2022","1670716800","2844215"
"12/12/2022","1670803200","3109846"
"12/13/2022","1670889600","3485165"
"12/14/2022","1670976000","3237710"
"12/15/2022","1671062400","3451177"
"12/16/2022","1671148800","3438131"
"12/17/2022","1671235200","3150561"
"12/18/2022","1671321600","2669484"
"12/19/2022","1671408000","2777652"
"12/20/2022","1671494400","2701598"
"12/21/2022","1671580800","2671030"
"12/22/2022","1671667200","2782058"
"12/23/2022","1671753600","2631310"
"12/24/2022","1671840000","2728071"
"12/25/2022","1671926400","2691394"
"12/26/2022","1672012800","2767272"
"12/27/2022","1672099200","2638446"
"12/28/2022","1672185600","2723660"
"12/29/2022","1672272000","2869058"
"12/30/2022","1672358400","3017523"
"12/31/2022","1672444800","2709277"
"1/1/2023","1672531200","2255563"
"1/2/2023","1672617600","2455883"
"1/3/2023","1672704000","2461572"
"1/4/2023","1672790400","2538459"
"1/5/2023","1672876800","2506904"
"1/6/2023","1672963200","2487374"
"1/7/2023","1673049600","2414684"
"1/8/2023","1673136000","2657343"
"1/9/2023","1673222400","2909176"
"1/10/2023","1673308800","2756547"
"1/11/2023","1673395200","2720983"
"1/12/2023","1673481600","2895392"
"1/13/2023","1673568000","2779770"
"1/14/2023","1673654400","3064831"
"1/15/2023","1673740800","2688593"
"1/16/2023","1673827200","2919562"
"1/17/2023","1673913600","2734946"
"1/18/2023","1674000000","2888064"
"1/19/2023","1674086400","2775048"
"1/20/2023","1674172800","2843816"
"1/21/2023","1674259200","2976036"
"1/22/2023","1674345600","2527498"
"1/23/2023","1674432000","2556322"
"1/24/2023","1674518400","2837625"
"1/25/2023","1674604800","2806009"
"1/26/2023","1674691200","2826880"
"1/27/2023","1674777600","2978785"
"1/28/2023","1674864000","2732669"
"1/29/2023","1674950400","3007245"
"1/30/2023","1675036800","3137599"
"1/31/2023","1675123200","3283503"
"2/1/2023","1675209600","3151754"
"2/2/2023","1675296000","3294278"
"2/3/2023","1675382400","3017383"
"2/4/2023","1675468800","2968498"
"2/5/2023","1675555200","2960861"
"2/6/2023","1675641600","2897310"
"2/7/2023","1675728000","3277981"
"2/8/2023","1675814400","3193651"
"2/9/2023","1675900800","3459830"
"2/10/2023","1675987200","3110917"
"2/11/2023","1676073600","2880559"
"2/12/2023","1676160000","2898079"
"2/13/2023","1676246400","3308302"
"2/14/2023","1676332800","3073071"
"2/15/2023","1676419200","3306248"
"2/16/2023","1676505600","3425204"
"2/17/2023","1676592000","3363109"
"2/18/2023","1676678400","3179009"
"2/19/2023","1676764800","3260147"
"2/20/2023","1676851200","3428301"
"2/21/2023","1676937600","3424640"
"2/22/2023","1677024000","3589181"
"2/23/2023","1677110400","3657668"
"2/24/2023","1677196800","3652724"
"2/25/2023","1677283200","3496258"
"2/26/2023","1677369600","3365746"
"2/27/2023","1677456000","3817848"
"2/28/2023","1677542400","4594445"
"3/1/2023","1677628800","4463742"
"3/2/2023","1677715200","5174219"
"3/3/2023","1677801600","4033871"
"3/4/2023","1677888000","3402251"
"3/5/2023","1677974400","3375200"
"3/6/2023","1678060800","3633761"
"3/7/2023","1678147200","3531561"
"3/8/2023","1678233600","3449127"
"3/9/2023","1678320000","3735082"
"3/10/2023","1678406400","3871056"
"3/11/2023","1678492800","3725495"
"3/12/2023","1678579200","3393975"
"3/13/2023","1678665600","3795376"
"3/14/2023","1678752000","3667149"
"3/15/2023","1678838400","3718999"
"3/16/2023","1678924800","3818701"
"3/17/2023","1679011200","3754404"
"3/18/2023","1679097600","3407515"
"3/19/2023","1679184000","3354080"
"3/20/2023","1679270400","3584970"
"3/21/2023","1679356800","3683806"
"3/22/2023","1679443200","4713138"
"3/23/2023","1679529600","3751941"
"3/24/2023","1679616000","3617025"
"3/25/2023","1679702400","3260593"
"3/26/2023","1679788800","3366014"
"3/27/2023","1679875200","3616771"
"3/28/2023","1679961600","3890700"
"3/29/2023","1680048000","3898284"
"3/30/2023","1680134400","3603091"
"3/31/2023","1680220800","3652973"
"4/1/2023","1680307200","3385802"
"4/2/2023","1680393600","3246556"
"4/3/2023","1680480000","3758363"
"4/4/2023","1680566400","3549566"
"4/5/2023","1680652800","3623669"
"4/6/2023","1680739200","3708887"
"4/7/2023","1680825600","3538894"
"4/8/2023","1680912000","3284574"
"4/9/2023","1680998400","3317665"
"4/10/2023","1681084800","3679265"
"4/11/2023","1681171200","3731882"
"4/12/2023","1681257600","3572538"
"4/13/2023","1681344000","3671020"
"4/14/2023","1681430400","3766108"
"4/15/2023","1681516800","3422823"
"4/16/2023","1681603200","3469548"
"4/17/2023","1681689600","3832532"
"4/18/2023","1681776000","3959179"
"4/19/2023","1681862400","3938732"
"4/20/2023","1681948800","3908852"
"4/21/2023","1682035200","3878488"
"4/22/2023","1682121600","3405626"
"4/23/2023","1682208000","3392609"
"4/24/2023","1682294400","3816673"
"4/25/2023","1682380800","4013359"
"4/26/2023","1682467200","4083801"
"4/27/2023","1682553600","4353063"
"4/28/2023","1682640000","4236378"
"4/29/2023","1682726400","3809169"
"4/30/2023","1682812800","3882455"
"5/1/2023","1682899200","4015345"
"5/2/2023","1682985600","4034134"
"5/3/2023","1683072000","4013928"
"5/4/2023","1683158400","4023071"
"5/5/2023","1683244800","4330868"
"5/6/2023","1683331200","4193663"
"5/7/2023","1683417600","4325780"
"5/8/2023","1683504000","4894824"
"5/9/2023","1683590400","5031630"
"5/10/2023","1683676800","4853818"
"5/11/2023","1683763200","4836170"
"5/12/2023","1683849600","4694171"
"5/13/2023","1683936000","4112951"
"5/14/2023","1684022400","3909815"
"5/15/2023","1684108800","4618785"
"5/16/2023","1684195200","4982320"
"5/17/2023","1684281600","5337096"
"5/18/2023","1684368000","4797684"
"5/19/2023","1684454400","4675140"
"5/20/2023","1684540800","4486057"
"5/21/2023","1684627200","4615742"
"5/22/2023","1684713600","4714615"
"5/23/2023","1684800000","4284723"
"5/24/2023","1684886400","4461946"
"5/25/2023","1684972800","4199075"
"5/26/2023","1685059200","4123308"
"5/27/2023","1685145600","3773393"
"5/28/2023","1685232000","3782405"
"5/29/2023","1685318400","4208475"
"5/30/2023","1685404800","4434523"
"5/31/2023","1685491200","4480621"
"6/1/2023","1685577600","4297303"
"6/2/2023","1685664000","4073517"
"6/3/2023","1685750400","3880218"
"6/4/2023","1685836800","3954604"
"6/5/2023","1685923200","4583500"
"6/6/2023","1686009600","4254835"
"6/7/2023","1686096000","4064117"
"6/8/2023","1686182400","3790730"
"6/9/2023","1686268800","3893067"
"6/10/2023","1686355200","4087993"
"6/11/2023","1686441600","3499942"
"6/12/2023","1686528000","4079004"
"6/13/2023","1686614400","3960917"
"6/14/2023","1686700800","4273694"
"6/15/2023","1686787200","4101664"
"6/16/2023","1686873600","3916135"
"6/17/2023","1686960000","3602120"
"6/18/2023","1687046400","3389131"
"6/19/2023","1687132800","3859472"
"6/20/2023","1687219200","4241578"
"6/21/2023","1687305600","4523475"
"6/22/2023","1687392000","3960054"
"6/23/2023","1687478400","4456526"
"6/24/2023","1687564800","3913620"
"6/25/2023","1687651200","3929276"
"6/26/2023","1687737600","3903627"
"6/27/2023","1687824000","4022694"
"6/28/2023","1687910400","3899258"
"6/29/2023","1687996800","4685909"
"6/30/2023","1688083200","4882473"
"7/1/2023","1688169600","4002187"
"7/2/2023","1688256000","3701997"
"7/3/2023","1688342400","3917080"
"7/4/2023","1688428800","3929200"
"7/5/2023","1688515200","4160628"
"7/6/2023","1688601600","4020676"
"7/7/2023","1688688000","4148986"
"7/8/2023","1688774400","3778528"
"7/9/2023","1688860800","3753029"
"7/10/2023","1688947200","4044923"
"7/11/2023","1689033600","4160472"
"7/12/2023","1689120000","4103242"
"7/13/2023","1689206400","4321509"
"7/14/2023","1689292800","4221270"
"7/15/2023","1689379200","3813495"
"7/16/2023","1689465600","3624309"
"7/17/2023","1689552000","4195268"
"7/18/2023","1689638400","4175179"
"7/19/2023","1689724800","3888174"
"7/20/2023","1689811200","4144510"
"7/21/2023","1689897600","4018386"
"7/22/2023","1689984000","3841057"
"7/23/2023","1690070400","3860001"
"7/24/2023","1690156800","3944219"
"7/25/2023","1690243200","3878936"
"7/26/2023","1690329600","3901152"
"7/27/2023","1690416000","3974920"
"7/28/2023","1690502400","3879277"
"7/29/2023","1690588800","3865706"
"7/30/2023","1690675200","3912244"
"7/31/2023","1690761600","4150786"
"8/1/2023","1690848000","4150313"
"8/2/2023","1690934400","3956508"
"8/3/2023","1691020800","4220197"
"8/4/2023","1691107200","3973515"
"8/5/2023","1691193600","3460711"
"8/6/2023","1691280000","3495977"
"8/7/2023","1691366400","3794666"
"8/8/2023","1691452800","3711070"
"8/9/2023","1691539200","3650572"
"8/10/2023","1691625600","3554160"
"8/11/2023","1691712000","3667713"
"8/12/2023","1691798400","3793853"
"8/13/2023","1691884800","3712329"
"8/14/2023","1691971200","3952857"
"8/15/2023","1692057600","3953063"
"8/16/2023","1692144000","3747332"
"8/17/2023","1692230400","3815857"
"8/18/2023","1692316800","3648389"
"8/19/2023","1692403200","3171742"
"8/20/2023","1692489600","3057970"
"8/21/2023","1692576000","3391380"
"8/22/2023","1692662400","3276367"
"8/23/2023","1692748800","3223038"
"8/24/2023","1692835200","3152193"
"8/25/2023","1692921600","3132995"
"8/26/2023","1693008000","2788076"
"8/27/2023","1693094400","2648913"
"8/28/2023","1693180800","3047191"
"8/29/2023","1693267200","3154062"
"8/30/2023","1693353600","2885111"
"8/31/2023","1693440000","3191512"
"9/1/2023","1693526400","3337094"
"9/2/2023","1693612800","3012447"
"9/3/2023","1693699200","2843462"
"9/4/2023","1693785600","3126470"
"9/5/2023","1693872000","3109644"
"9/6/2023","1693958400","3088150"
"9/7/2023","1694044800","3179421"
"9/8/2023","1694131200","3031736"
"9/9/2023","1694217600","2736086"
"9/10/2023","1694304000","2676907"
"9/11/2023","1694390400","2997072"
"9/12/2023","1694476800","3230064"
"9/13/2023","1694563200","3020498"
"9/14/2023","1694649600","3147924"
"9/15/2023","1694736000","3244346"
"9/16/2023","1694822400","3074308"
"9/17/2023","1694908800","2891154"
"9/18/2023","1694995200","3241849"
"9/19/2023","1695081600","3149889"
"9/20/2023","1695168000","3060615"
"9/21/2023","1695254400","3122597"
"9/22/2023","1695340800","3064431"
"9/23/2023","1695427200","2798801"
"9/24/2023","1695513600","2823987"
"9/25/2023","1695600000","3093780"
"9/26/2023","1695686400","3069703"
"9/27/2023","1695772800","3038582"
"9/28/2023","1695859200","3103425"
"9/29/2023","1695945600","2864168"
"9/30/2023","1696032000","2766672"
"10/1/2023","1696118400","2745324"
"10/2/2023","1696204800","2911973"
"10/3/2023","1696291200","2870349"
"10/4/2023","1696377600","2839462"
"10/5/2023","1696464000","2818958"
"10/6/2023","1696550400","2864276"
"10/7/2023","1696636800","2743740"
"10/8/2023","1696723200","2712488"
"10/9/2023","1696809600","2933092"
"10/10/2023","1696896000","3015411"
"10/11/2023","1696982400","2979593"
"10/12/2023","1697068800","3022619"
"10/13/2023","1697155200","2925299"
"10/14/2023","1697241600","2652544"
"10/15/2023","1697328000","2696912"
"10/16/2023","1697414400","3203416"
"10/17/2023","1697500800","3081521"
"10/18/2023","1697587200","3089621"
"10/19/2023","1697673600","3047023"
"10/20/2023","1697760000","3128870"
"10/21/2023","1697846400","2635104"
"10/22/2023","1697932800","2499846"
"10/23/2023","1698019200","3218867"
"10/24/2023","1698105600","3363969"
"10/25/2023","1698192000","3254597"
"10/26/2023","1698278400","3187516"
"10/27/2023","1698364800","3632879"
"10/28/2023","1698451200","3011509"
"10/29/2023","1698537600","2925428"
"10/30/2023","1698624000","3234958"
"10/31/2023","1698710400","3238176"
"11/1/2023","1698796800","3274062"
"11/2/2023","1698883200","3384297"
"11/3/2023","1698969600","3058959"
"11/4/2023","1699056000","2885842"
"11/5/2023","1699142400","3129298"
"11/6/2023","1699228800","3310229"
"11/7/2023","1699315200","3200956"
"11/8/2023","1699401600","3202796"
"11/9/2023","1699488000","4374383"
"11/10/2023","1699574400","3524710"
"11/11/2023","1699660800","3355092"
"11/12/2023","1699747200","3105853"
"11/13/2023","1699833600","3328869"
"11/14/2023","1699920000","3536486"
"11/15/2023","1700006400","3495035"
"11/16/2023","1700092800","4804087"
"11/17/2023","1700179200","8354137"
"11/18/2023","1700265600","4623489"
"11/19/2023","1700352000","9511510"
"11/20/2023","1700438400","4575024"
"11/21/2023","1700524800","3691571"
"11/22/2023","1700611200","3544617"
"11/23/2023","1700697600","3261512"
"11/24/2023","1700784000","3342502"
"11/25/2023","1700870400","2926261"
"11/26/2023","1700956800","2995215"
"11/27/2023","1701043200","3331172"
"11/28/2023","1701129600","3403628"
"11/29/2023","1701216000","3218584"
"11/30/2023","1701302400","3320813"
"12/1/2023","1701388800","3340856"
"12/2/2023","1701475200","3156531"
"12/3/2023","1701561600","3064781"
"12/4/2023","1701648000","3771495"
"12/5/2023","1701734400","4217775"
"12/6/2023","1701820800","4321485"
"12/7/2023","1701907200","32682639"
"12/8/2023","1701993600","12833057"
"12/9/2023","1702080000","7840481"
"12/10/2023","1702166400","4620009"
"12/11/2023","1702252800","4253324"
"12/12/2023","1702339200","4054233"
"12/13/2023","1702425600","4784568"
"12/14/2023","1702512000","4767049"
